URL,Version,Status,OIDs,Name,Title,Descriptino,Used
http://hl7.org/fhir/encounter-reason-use,5.0.0,active,"2.16.840.1.113883.4.642.4.2114",EncounterReasonUse,Encounter Reason Use,"Encounter Reason Use","ValueSet/encounter-reason-use"
http://hl7.org/fhir/encounter-status,5.0.0,active,"2.16.840.1.113883.4.642.4.247,2.16.840.1.113883.4.642.1.242",EncounterStatus,Encounter Status,"Current state of the encounter.","ValueSet/encounter-status"
http://hl7.org/fhir/event-timing,5.0.0,active,"2.16.840.1.113883.4.642.1.76",EventTiming,EventTiming,"Real-world event relating to the schedule.","ValueSet/event-timing"
http://hl7.org/fhir/fhir-types,5.0.0,active,"2.16.840.1.113883.4.642.4.1802",FHIRTypes,All FHIR Types,"One of the types defined as part of this version of FHIR.","ValueSet/resource-types"
http://hl7.org/fhir/identifier-use,5.0.0,active,"2.16.840.1.113883.4.642.1.58",IdentifierUse,IdentifierUse,"Identifies the purpose for this identifier, if known .","ValueSet/identifier-use"
http://hl7.org/fhir/link-type,5.0.0,active,"2.16.840.1.113883.4.642.1.413,2.16.840.1.113883.4.642.2.234,2.16.840.1.113883.4.642.4.424",LinkType,Link Type,"The type of link between this Patient resource and other Patient/RelatedPerson resource(s).","ValueSet/link-type"
http://hl7.org/fhir/observation-referencerange-normalvalue,5.0.0,active,"2.16.840.1.113883.4.642.4.2099",ObservationReferenceRangeNormalValue,ObservationreferenceRangeNormalValue,"Codes that describe the normal value in the reference range.","ValueSet/observation-referencerange-normalvalue"
http://hl7.org/fhir/observation-status,5.0.0,active,"2.16.840.1.113883.4.642.4.401,2.16.840.1.113883.4.642.1.388,2.16.840.1.113883.4.642.2.219",ObservationStatus,Observation Status,"Codes providing the status of an observation.","ValueSet/observation-status"
http://hl7.org/fhir/observation-triggeredbytype,5.0.0,active,"2.16.840.1.113883.4.642.4.2098",TriggeredBytype,triggered Bytype,"Codes providing the triggeredBy type of observation.","ValueSet/observation-triggeredbytype"
http://hl7.org/fhir/publication-status,5.0.0,active,"2.16.840.1.113883.4.642.4.4",PublicationStatus,PublicationStatus,"The lifecycle status of an artifact.","ValueSet/publication-status"
http://hl7.org/fhir/request-intent,5.0.0,draft,"2.16.840.1.113883.4.642.4.114",RequestIntent,RequestIntent,"Codes indicating the degree of authority/intentionality associated with a request.","ValueSet/care-plan-intent"
http://hl7.org/fhir/request-priority,5.0.0,draft,"2.16.840.1.113883.4.642.4.116",RequestPriority,RequestPriority,"Identifies the level of importance to be assigned to actioning the request.","ValueSet/request-priority"
http://hl7.org/fhir/request-status,5.0.0,draft,"2.16.840.1.113883.4.642.4.112",RequestStatus,RequestStatus,"Codes identifying the lifecycle stage of a request.","ValueSet/request-status"
http://hl7.org/fhir/research-study-arm-type,5.0.0,active,,ResearchStudyArmType,ResearchStudy Arm Type Code System,"Codes for the main intent of the study.","ValueSet/research-study-arm-type"
http://hl7.org/fhir/research-study-classifiers,5.0.0,active,"2.16.840.1.113883.4.642.4.1967",ResearchStudyClassifiers,ResearchStudy Classifiers Code System,"Codes for use in ResearchStudy Resource. This resource (this entire set of content) is being used for active development of a ResearchStudyClassifiers CodeSystem for use for supporting multiple value sets in the FHIR ResearchStudy StructureDefinition.","ValueSet/research-study-classifiers"
http://hl7.org/fhir/research-study-focus-type,5.0.0,active,,ResearchStudyFocusType,ResearchStudy Focus Type Code System,"Codes for the main intent of the study.","ValueSet/research-study-focus-type"
http://hl7.org/fhir/research-study-objective-type,5.0.0,active,,ResearchStudyObjectiveType,ResearchStudy Objective Type Code System,"Codes for the kind of study objective.","ValueSet/research-study-objective-type"
http://hl7.org/fhir/research-study-party-organization-type,5.0.0,active,,ResearchStudyPartyOrganizationType,ResearchStudy Party Organization Type Code System,"This is a ResearchStudy's party organization type.","ValueSet/research-study-party-organization-type"
http://hl7.org/fhir/research-study-party-role,5.0.0,active,"2.16.840.1.113883.4.642.4.1968",ResearchStudyPartyRole,Research Study Party Role,"This is a ResearchStudy's party role.","ValueSet/research-study-party-role"
http://hl7.org/fhir/research-study-phase,5.0.0,active,,ResearchStudyPhase,ResearchStudy Phase Code System,"Codes for the stage in the progression of a therapy from initial experimental use in humans in clinical trials to post-market evaluation.","ValueSet/research-study-phase"
http://hl7.org/fhir/research-study-prim-purp-type,5.0.0,active,,ResearchStudyPrimaryPurposeType,ResearchStudy Primary Purpose Type Code System,"Codes for the main intent of a research study.","ValueSet/research-study-prim-purp-type"
http://hl7.org/fhir/research-study-reason-stopped,5.0.0,active,,ResearchStudyReasonStopped,ResearchStudy Reason Stopped Code System,"Codes for why the study ended prematurely.","ValueSet/research-study-reason-stopped"
http://hl7.org/fhir/research-study-status,5.0.0,active,"2.16.840.1.113883.4.642.4.820,2.16.840.1.113883.4.642.1.803",ResearchStudyStatus,Research Study Status,"Codes that convey the current status of the research study.","ValueSet/research-study-status"
http://hl7.org/fhir/service-mode,5.0.0,active,"2.16.840.1.113883.4.642.4.2116",ServiceMode,Service Mode,"An example set of Service Modes that could be applicable to use to characterize HealthcareServices or PractitionerRoles while searching","ValueSet/service-mode"
http://hl7.org/fhir/study-design,5.0.0,active,,StudyDesign,Study Design,"This is a set of terms for study design characteristics.","ValueSet/study-design"
http://hl7.org/fhir/title-type,5.0.0,active,"2.16.840.1.113883.4.642.4.1875",TitleType,Title Type,"Used to express the reason and specific aspect for the variant title, such as language and specific language.","ValueSet/title-type"
http://loinc.org,3.1.0,active,"2.16.840.1.113883.6.1",LOINC,Logical Observation Identifiers, Names and Codes (LOINC),"LOINC provides a set of universal names and ID codes for identifying laboratory and clinical test results.1,2 LOINC facilitates the exchange and pooling of results, such as blood hemoglobin, serum potassium, or vital signs, for clinical care, outcomes management, and research. LOINC's universal identifiers (names and codes) can be used in the context of order and observation exchanges between information systems that use syntax standards such as HL73, CEN TC251, ISO TC215, ASTM4, and DICOM. Specifically, the identifier can be used as the coded value for an observation in any other standard that uses the observation/observation value paradigm, whether messages, documents, application programming interface (API), etc. For example, LOINC codes are used widely in the OBX segment Observation Identifier field (OBX-3) of an ORU HL7 (HL7 version 2.x or ASTM 1238-9410) message that may be sent between a Clinical Laboratory Information Management Systems (LIMS) and Electronic Health Record Systems (EHR).5, 6 In this way, LOINC codes provide universal identifiers that allow the exchange of clinical data between heterogeneous computing environments.","ValueSet/observation-codes"
http://ltsi.univ-rennes.fr/CodeSystem/CSEventTypeData,0.1.0,draft,,CSEventTypeData,Event Types,"CodeSystem for various event types used in French healthcare systems, identified by number, abbreviation, and full name.","ValueSet/VSEventTypeData"
http://ltsi.univ-rennes.fr/CodeSystem/CSMedicationItemProvenance,0.1.0,draft,,CSMedicationItemProvenance,Medication item provenance,"CodeSystem for french medication item provenance.","ValueSet/vsMedicationItemProvenance"
http://ltsi.univ-rennes.fr/CodeSystem/CSMedicationStatus,0.1.0,draft,,CSMedicationStatus,Medication status,"CodeSystem for french medication status.","ValueSet/vsMedicationStatus"
http://ltsi.univ-rennes.fr/CodeSystem/CSMedicationTypes,0.1.0,draft,,CSMedicationTypes,Medication types,"CodeSystem for french medication types.","ValueSet/vsMedicationTypes"
http://ltsi.univ-rennes.fr/CodeSystem/concept-medication-oncofair-codesystem,0.1.0,draft,,ConceptMedicationOncoFAIRCodeSystem,Concepts Medication Code System,"Code system pour différiencier les niveaux de MR/MA","ValueSet/concept-medication-oncofair-valueset"
http://ltsi.univ-rennes.fr/CodeSystem/medical-units-oncofair-codesystem,0.1.0,draft,,MedicalUnitsOncoFAIRCodeSystem,Medical units,"CodeSystem for french medical units (accommodation, medical liability unit).","ValueSet/medical-units-oncofair-valueset"
http://ltsi.univ-rennes.fr/CodeSystem/medication-lti-exemption,0.1.0,draft,,CSMedicationLTIExemption,LTI Detailed Descriptions,"Detailed list of long-term illness (LTI).","ValueSet/vsMedicationLTIExemption"
http://ltsi.univ-rennes.fr/CodeSystem/medications-oncofair-codesystem,0.1.0,draft,,MedicationsOncoFAIRCodeSystem,Medications,"CodeSystem for french medications.","ValueSet/medications-oncofair-valueset"
http://ltsi.univ-rennes.fr/CodeSystem/siph-gonogo-oncofair-codesystem,0.1.0,draft,,SIPhgoNogoOncoFAIRCodeSystem,goNogo Code System,"Code system pour l'attribut goNogo","ValueSet/siph-gonogo-oncofair-valueset"
http://ltsi.univ-rennes.fr/CodeSystem/siph-listeald-oncofair-codesystem,0.1.0,draft,,SIPhListeALDOncoFAIRCodeSystem,Liste ALD Code System,"Code system pour l'attribut ListeALD","ValueSet/siph-listeald-oncofair-valueset"
http://ltsi.univ-rennes.fr/CodeSystem/siph-natureproppharm-oncofair-codesystem,0.1.0,draft,,SIPhNaturePropPharmOncoFAIRCodeSystem,Nature proposition pharmaceutique Code System,"Code system pour l'attribut NaturePropPharm","ValueSet/siph-natureproppharm-oncofair-valueset"
http://ltsi.univ-rennes.fr/CodeSystem/siph-paramposoconditionnelle-oncofair-codesystem,0.1.0,draft,,SIPhParamPosoConditionnelleOncoFAIRCodeSystem,Paremètres posologie conditionnelle Code System,"Code system pour l'attribut ParamPosoConditionnelle","ValueSet/siph-paramposoconditionnelle-oncofair-valueset"
http://ltsi.univ-rennes.fr/CodeSystem/siph-renscomplement-oncofair-codesystem,0.1.0,draft,,SIPhRensComplementOncoFAIRCodeSystem,Renseignement complémentaire Code System,"Code system pour l'attribut RensComplement","ValueSet/siph-renscomplement-oncofair-valueset"
http://ltsi.univ-rennes.fr/CodeSystem/siph-statutcomposantadm-oncofair-codesystem,0.1.0,draft,,SIPhStatutComposantAdmOncoFAIRCodeSystem,Statut composant administré Code System,"Code system pour l'attribut StatutComposantAdm","ValueSet/siph-statutcomposantadm-oncofair-valueset"
http://ltsi.univ-rennes.fr/CodeSystem/siph-statutvalidpharm-oncofair-codesystem,0.1.0,draft,,SIPhStatutValidPharmOncoFAIRCodeSystem,Statut validation pharmaceutique Code System,"Code system pour l'attribut StatutValidPharm","ValueSet/siph-statutvalidpharm-oncofair-valueset"
http://ltsi.univ-rennes.fr/CodeSystem/siph-type-liaison-oncofair-codesystem,0.1.0,draft,,SIPhTypeLiaisonOncoFAIRCodeSystem,Type de liaison Code System,"Code system pour l'attribut TypeLiaison","ValueSet/siph-type-liasion-oncofair-valueset"
http://ltsi.univ-rennes.fr/CodeSystem/siph-typecomposant-oncofair-codesystem,0.1.0,draft,,SIPhTypeComposantOncoFAIRCodeSystem,Type de composant Code System,"Code system pour l'attribut TypeComposant","ValueSet/siph-typecomposant-oncofair-valueset"
http://ltsi.univ-rennes.fr/CodeSystem/siph-typeeltpla-oncofair-codesystem,0.1.0,draft,,SIPhTypeEltPLAOncoFAIRCodeSystem,Type de l'élément d'administration Code System,"Code system pour l'attribut TypeEltPLA","ValueSet/siph-typeeltpla-oncofair-valueset"
http://ltsi.univ-rennes.fr/CodeSystem/siph-typeevenement-oncofair-codesystem,0.1.0,draft,,SIPhTypeEvenementOncoFAIRCodeSystem,Type évènement Code System,"Code system pour l'attribut TypeEvenement","ValueSet/siph-typeevenement-oncofair-valueset"
http://terminology.hl7.org/CodeSystem/admit-source,1.0.1,active,"2.16.840.1.113883.4.642.1.1092",AdmitSource,Admit source,"This value set defines a set of codes that can be used to indicate from where the patient came in.","ValueSet/encounter-admit-source"
http://terminology.hl7.org/CodeSystem/condition-category,1.0.1,active,"2.16.840.1.113883.4.642.1.1073",ConditionCategoryCodes,Condition Category Codes,"Preferred value set for Condition Categories.","ValueSet/condition-category"
http://terminology.hl7.org/CodeSystem/condition-clinical,3.0.0,active,"2.16.840.1.113883.4.642.1.1074",ConditionClinicalStatusCodes,Condition Clinical Status Codes,"Preferred value set for Condition Clinical Status.","ValueSet/condition-clinical"
http://terminology.hl7.org/CodeSystem/condition-ver-status,2.0.1,active,"2.16.840.1.113883.4.642.1.1075",ConditionVerificationStatus,ConditionVerificationStatus,"The verification status to support or decline the clinical status of the condition or diagnosis.","ValueSet/condition-ver-status"
http://terminology.hl7.org/CodeSystem/data-absent-reason,1.0.0,active,"2.16.840.1.113883.4.642.4.1048",DataAbsentReason,DataAbsentReason,"Used to specify why the normally expected content of the data element is missing.","ValueSet/data-absent-reason"
http://terminology.hl7.org/CodeSystem/diet,1.0.1,active,"2.16.840.1.113883.4.642.1.1091",Diet,Diet,"This value set defines a set of codes that can be used to indicate dietary preferences or restrictions a patient may have.","ValueSet/encounter-diet"
http://terminology.hl7.org/CodeSystem/discharge-disposition,1.0.1,active,"2.16.840.1.113883.4.642.1.1093",DischargeDisposition,Discharge disposition,"This value set defines a set of codes that can be used to where the patient left the hospital.","ValueSet/encounter-discharge-disposition"
http://terminology.hl7.org/CodeSystem/dose-rate-type,1.0.0,draft,"2.16.840.1.113883.4.642.1.1069",DoseAndRateType,DoseAndRateType,"The kind of dose or rate specified.","ValueSet/dose-rate-type"
http://terminology.hl7.org/CodeSystem/encounter-special-arrangements,1.0.1,active,"2.16.840.1.113883.4.642.1.1090",SpecialArrangements,Special arrangements,"This value set defines a set of codes that can be used to indicate the kinds of special arrangements in place for a patients visit.","ValueSet/encounter-special-arrangements"
http://terminology.hl7.org/CodeSystem/encounter-subject-status,2.0.1,active,"2.16.840.1.113883.4.642.1.1420",EncounterSubjectStatus,Encounter subject status,"This example value set defines a set of codes that can be used to indicate the status of the subject within the encounter","ValueSet/encounter-subject-status"
http://terminology.hl7.org/CodeSystem/encounter-type,1.0.1,active,"2.16.840.1.113883.4.642.1.1088",EncounterType,Encounter type,"This example value set defines a set of codes that can be used to indicate the type of encounter: a specific code indicating type of service provided.","ValueSet/encounter-type"
http://terminology.hl7.org/CodeSystem/extra-security-role-type,1.0.1,active,,SecurityRoleType,Security Role Type,"This CodeSystem contains Additional FHIR-defined Security Role types not defined elsewhere","ValueSet/participation-role-type"
http://terminology.hl7.org/CodeSystem/icd-o-3,2.0.1,active,"2.16.840.1.113883.6.43.1",IcdO3,International Classification of Diseases for Oncology, version 3.,"International Classification of Diseases for Oncology, version 3. For more information see http://www.who.int/classifications/icd/adaptations/oncology/en/.","ValueSet/Topography,ValueSet/Morphology"
http://terminology.hl7.org/CodeSystem/location-physical-type,2.0.1,active,"2.16.840.1.113883.4.642.1.1108",LocationType,Location type,"This example value set defines a set of codes that can be used to indicate the physical form of the Location.  This includes several 'non physical' codes which are still considered a location.","ValueSet/location-form"
http://terminology.hl7.org/CodeSystem/med-admin-perform-function,1.0.1,active,"2.16.840.1.113883.4.642.1.1112",MedicationAdministrationPerformerFunctionCodes,MedicationAdministration Performer Function Codes,"MedicationAdministration Performer Function Codes","ValueSet/med-admin-perform-function"
http://terminology.hl7.org/CodeSystem/medication-admin-location,1.0.1,active,"2.16.840.1.113883.4.642.1.0",MedicationAdministrationLocationCodes,MedicationAdministration Location Codes,"MedicationAdministration Location Codes","ValueSet/medication-admin-location"
http://terminology.hl7.org/CodeSystem/medicationrequest-admin-location,1.0.1,active,"2.16.840.1.113883.4.642.1.0",MedicationRequest_Administration_Location_Codes,Medication request  administration  location  codes,"MedicationRequest Administration Location Codes","ValueSet/medicationrequest-admin-location"
http://terminology.hl7.org/CodeSystem/medicationrequest-course-of-therapy,1.0.1,active,"2.16.840.1.113883.4.642.1.1327",MedicationRequestCourseOfTherapyCodes,MedicationRequest Course of Therapy Codes,"MedicationRequest Course of Therapy Codes","ValueSet/medicationrequest-course-of-therapy"
http://terminology.hl7.org/CodeSystem/medicationrequest-status-reason,1.0.1,active,"2.16.840.1.113883.4.642.1.1325",MedicationRequestStatusReasonCodes,MedicationRequest Status Reason Codes,"MedicationRequest Status Reason Codes","ValueSet/medicationrequest-status-reason"
http://terminology.hl7.org/CodeSystem/observation-category,1.0.1,active,"2.16.840.1.113883.4.642.1.1125",ObservationCategoryCodes,Observation Category Codes,"Observation Category codes.","ValueSet/observation-category"
http://terminology.hl7.org/CodeSystem/participant-type,1.0.1,active,"2.16.840.1.113883.4.642.1.1089",ParticipantType,Participant type,"This value set defines a set of codes that can be used to indicate how an individual participates in an encounter.","ValueSet/encounter-participant-type"
http://terminology.hl7.org/CodeSystem/program,1.0.1,active,"2.16.840.1.113883.4.642.1.1384",Program,Program,"This value set defines an example set of codes that could be can be used to classify groupings of service-types/specialties.","ValueSet/program"
http://terminology.hl7.org/CodeSystem/reason-medication-given,1.0.1,active,"2.16.840.1.113883.4.642.1.1110",ReasonMedicationGivenCodes,Reason Medication Given Codes,"This value set is provided as an example. The value set to instantiate this attribute should be drawn from a robust terminology code system that consists of or contains concepts to support the medication process.","ValueSet/reason-medication-given-codes"
http://terminology.hl7.org/CodeSystem/referencerange-meaning,1.0.1,active,"2.16.840.1.113883.4.642.1.1124",ObservationReferenceRangeMeaningCodes,Observation Reference Range Meaning Codes,"This value set defines a set of codes that can be used to indicate the meaning/use of a reference range for a particular target population.","ValueSet/referencerange-meaning"
http://terminology.hl7.org/CodeSystem/service-category,1.1.1,active,"2.16.840.1.113883.4.642.1.1144",ServiceCategory,Service category,"This value set defines an example set of codes that can be used to classify groupings of service-types/specialties.","ValueSet/service-category"
http://terminology.hl7.org/CodeSystem/service-provision-conditions,1.0.1,active,"2.16.840.1.113883.4.642.1.1143",ServiceProvisionConditions,ServiceProvisionConditions,"The code(s) that detail the conditions under which the healthcare service is available/offered.","ValueSet/service-provision-conditions"
http://terminology.hl7.org/CodeSystem/service-referral-method,1.0.1,active,"2.16.840.1.113883.4.642.1.1142",ReferralMethod,ReferralMethod,"The methods of referral can be used when referring to a specific HealthCareService resource.","ValueSet/service-referral-method"
http://terminology.hl7.org/CodeSystem/service-type,1.1.1,active,"2.16.840.1.113883.4.642.1.1145",ServiceType,Service type,"This value set defines an example set of codes of service-types.","ValueSet/service-type"
http://terminology.hl7.org/CodeSystem/timing-abbreviation,5.0.0,draft,,TimingAbbreviation,TimingAbbreviation,"Code for a known / defined timing pattern.","ValueSet/timing-abbreviation"
http://terminology.hl7.org/CodeSystem/umls,2.0.1,retired,"2.16.840.1.113883.6.86",Umls,Unified Medical Language System,"UMLS codes as CUIs making up the values in a coding system. More information may be found at http://www.nlm.nih.gov/research/umls/","ValueSet/TumorPathologyEventType,ValueSet/Laterality,ValueSet/TreatmentType"
http://terminology.hl7.org/CodeSystem/v2-0092,2.0.0,active,"2.16.840.1.113883.18.36",ReAdmissionIndicator,re-admissionIndicator,"Code system of concepts which are used to specify that a patient is being re admitted to a healthcare facilityin from which they were discharged, and indicates the circumstances around such re-admission.  Used in HL7 Version 2.x messagine in the PV1 segment.","ValueSet/v2-0092"
http://terminology.hl7.org/CodeSystem/v2-0131,2.0.0,active,"2.16.840.1.113883.18.58",ContactRole2,contactRole2,"Code system of concepts which specify a relationship role that the next of kin/associated parties plays with regard to the patient. Also used in referrals, for example, it may be necessary to identify the contact representative at the clinic that sent a referral. Used in HL7 Version 2 messaging in the NK1 and CTD segments after 2.5, when it replace 2.16.840.1.113883.18.57.","ValueSet/patient-contactrelationship"
http://terminology.hl7.org/CodeSystem/v2-0203,4.0.0,active,"2.16.840.1.113883.18.108",IdentifierType,identifierType,"HL7-defined code system of concepts specifying type of identifier. Used in HL7 Version 2.x messaging data types CX, PLN, PPN, XCN and XON.","ValueSet/identifier-type"
http://terminology.hl7.org/CodeSystem/v3-ActCode,9.0.0,active,"2.16.840.1.113883.5.4",ActCode,ActCode,"A code specifying the particular kind of Act that the Act-instance represents within its class.    *Constraints:* The kind of Act (e.g. physical examination, serum potassium, inpatient encounter, charge financial transaction, etc.) is specified with a code from one of several, typically external, coding systems. The coding system will depend on the class of Act, such as LOINC for observations, etc.    Conceptually, the Act.code must be a specialization of the Act.classCode. This is why the structure of ActClass domain should be reflected in the superstructure of the ActCode domain and then individual codes or externally referenced vocabularies subordinated under these domains that reflect the ActClass structure.    Act.classCode and Act.code are not modifiers of each other but the Act.code concept should really imply the Act.classCode concept. For a negative example, it is not appropriate to use an Act.code ""potassium"" together with and Act.classCode for ""laboratory observation"" to somehow mean ""potassium laboratory observation"" and then use the same Act.code for ""potassium"" together with Act.classCode for ""medication"" to mean ""substitution of potassium"". This mutually modifying use of Act.code and Act.classCode is not permitted.","ValueSet/encounter-class"
http://terminology.hl7.org/CodeSystem/v3-ActPriority,3.0.0,active,"2.16.840.1.113883.5.7",ActPriority,ActPriority,"A set of codes (e.g., for routine, emergency), specifying the urgency under which the Act happened, can happen, is happening, is intended to happen, or is requested/demanded to happen.","ValueSet/v3-ActPriority"
http://terminology.hl7.org/CodeSystem/v3-ActReason,3.1.0,active,"2.16.840.1.113883.5.8",ActReason,ActReason,"A set of codes specifying the motivation, cause, or rationale of an Act, when such rationale is not reasonably represented as an ActRelationship of type ""has reason"" linking to another Act.    *Examples:* Example reasons that might qualify for being coded in this field might be: ""routine requirement"", ""infectious disease reporting requirement"", ""on patient request"", ""required by law"".","ValueSet/v3-SubstanceAdminSubstitutionReason"
http://terminology.hl7.org/CodeSystem/v3-EncounterSpecialCourtesy,3.0.0,active,"2.16.840.1.113883.5.40",EncounterSpecialCourtesy,EncounterSpecialCourtesy,"**** MISSING DESCRIPTION ****","ValueSet/encounter-special-courtesy"
http://terminology.hl7.org/CodeSystem/v3-GTSAbbreviation,3.0.0,active,"2.16.840.1.113883.5.1022",GTSAbbreviation,GTSAbbreviation,"*Open Issue:* It appears that the printnames are suboptimal and should be improved for many of the existing codes.","ValueSet/timing-abbreviation"
http://terminology.hl7.org/CodeSystem/v3-MaritalStatus,3.0.0,active,"2.16.840.1.113883.5.2",MaritalStatus,MaritalStatus,"\* \* \* No description supplied \* \* \*    *Open Issue:* The specific meanings of these codes can vary somewhat by jurisdiction and implementation so caution should be used when determining equivalency.    *Open Issue:* fixing and completion of the hierarchy and proper good definitions of all the concepts is badly needed.","ValueSet/marital-status"
http://terminology.hl7.org/CodeSystem/v3-NullFlavor,3.0.0,active,"2.16.840.1.113883.5.1008",NullFlavor,NullFlavor,"A collection of codes specifying why a valid value is not present.","ValueSet/marital-status,ValueSet/encounter-special-courtesy"
http://terminology.hl7.org/CodeSystem/v3-ObservationInterpretation,3.0.0,active,"2.16.840.1.113883.5.83",ObservationInterpretation,ObservationInterpretation,"One or more codes providing a rough qualitative interpretation of the observation, such as ""normal"" / ""abnormal"", ""low"" / ""high"", ""better"" / ""worse"", ""resistant"" / ""susceptible"", ""expected"" / ""not expected"". The value set is intended to be for ANY use where coded representation of an interpretation is needed.","ValueSet/observation-interpretation"
http://terminology.hl7.org/CodeSystem/v3-ParticipationType,5.0.0,active,"2.16.840.1.113883.5.90",ParticipationType,ParticipationType,"A code specifying the meaning and purpose of every Participation instance. Each of its values implies specific constraints on the Roles undertaking the participation.","ValueSet/encounter-participant-type"
http://terminology.hl7.org/CodeSystem/v3-TimingEvent,3.0.0,active,"2.16.840.1.113883.5.139",TimingEvent,TimingEvent,"**** MISSING DESCRIPTION ****","ValueSet/event-timing"
http://terminology.hl7.org/CodeSystem/v3-substanceAdminSubstitution,3.0.0,active,"2.16.840.1.113883.5.1070",SubstanceAdminSubstitution,Substance Admin Substitution,"Identifies what sort of change is permitted or has occurred between the therapy that was ordered and the therapy that was/will be provided.","ValueSet/v3-ActSubstanceAdminSubstitutionCode"
http://unitsofmeasure.org,3.0.1,active,"2.16.840.1.113883.6.8",UCUM,Unified Code for Units of Measure (UCUM),"The Unified Code for Units of Measure (UCUM) is a code system intended to include all units of measures being contemporarily used in international science, engineering, and business. The purpose is to facilitate unambiguous electronic communication of quantities together with their units. The focus is on electronic communication, as opposed to communication between humans. A typical application of The Unified Code for Units of Measure are electronic data interchange (EDI) protocols, but there is nothing that prevents it from being used in other types of machine communication.","ValueSet/units-of-time"
urn:ietf:bcp:47,2.0.1,active,"2.16.840.1.113883.6.121",Ietf3066,Tags for the Identification of Languages,"Older value from OID registry.  Superceded; see recommendations in BCP-47.","ValueSet/languages,ValueSet/all-languages"
urn:iso:std:iso:3166,1.0.1,active,"1.0.3166.1",ISO3166Part1,ISO 3166-1 Codes for the representation of names of countries and their subdivisions — Part 1: Country code,"ISO 3166-1 establishes codes that represent the current names of countries, dependencies, and other areas of particular geopolitical interest, on the basis of country names obtained from the United Nations.","ValueSet/jurisdiction"
urn:iso:std:iso:3166:-2,2013-11,retired,"1.0.3166.2",Iso3166_2,ISO 3166 Part 2 Country Subdivision Codes,"Identifies the coding system published in the ISO 3166-2 Standard for Country Subdivision codes. This standard is released periodically, and a new OID will be assigned by ISO for new editions.","ValueSet/jurisdiction"
